id,epoch,timestamp,X (g),Y (g),Z (g)
0,1742205522379,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
1,1742205522381,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.05078125
2,1742205522383,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
3,1742205522385,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
4,1742205522387,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
5,1742205522388,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
6,1742205522390,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
7,1742205522392,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
8,1742205522394,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
9,1742205522395,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
10,1742205522397,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
11,1742205522399,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
12,1742205522401,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
13,1742205522402,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
14,1742205522404,2025-03-17 10:58:42,-0.03515625,-0.1875,-0.03515625
15,1742205522406,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
16,1742205522408,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
17,1742205522409,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
18,1742205522411,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
19,1742205522413,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
20,1742205522415,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
21,1742205522416,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
22,1742205522418,2025-03-17 10:58:42,-0.03515625,-0.171875,-0.03515625
23,1742205522420,2025-03-17 10:58:42,-0.05078125,-0.171875,-0.05078125
24,1742205522422,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
25,1742205522423,2025-03-17 10:58:42,-0.05078125,-0.171875,-0.05078125
26,1742205522425,2025-03-17 10:58:42,-0.05078125,-0.171875,-0.05078125
27,1742205522427,2025-03-17 10:58:42,-0.0517578125,-0.171875,-0.0517578125
28,1742205522429,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
29,1742205522430,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
30,1742205522432,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
31,1742205522434,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
32,1742205522436,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
33,1742205522437,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
34,1742205522439,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
35,1742205522441,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
36,1742205522443,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
37,1742205522444,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
38,1742205522446,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
39,1742205522448,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
40,1742205522450,2025-03-17 10:58:42,-0.05078125,-0.1875,-0.05078125
41,1742205522451,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
42,1742205522453,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
43,1742205522455,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
44,1742205522457,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
45,1742205522458,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
46,1742205522460,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
47,1742205522462,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
48,1742205522464,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
49,1742205522465,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
50,1742205522467,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
51,1742205522469,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
52,1742205522471,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
53,1742205522472,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
54,1742205522474,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
55,1742205522476,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
56,1742205522478,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
57,1742205522479,2025-03-17 10:58:42,-0.05078125,-0.203125,-0.05078125
