id,epoch,timestamp,X (g),Y (g),Z (g)
111,1747231478905,2025-05-14 16:04:38,0.02734375,-0.203125,0.02734375
112,1747231478907,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
113,1747231478910,2025-05-14 16:04:38,0.0263671875,-0.21875,0.0263671875
114,1747231478912,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
115,1747231478915,2025-05-14 16:04:38,0.02734375,-0.203125,0.02734375
116,1747231478917,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
117,1747231478920,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
118,1747231478922,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
119,1747231478925,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
120,1747231478927,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
121,1747231478930,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
122,1747231478932,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
123,1747231478935,2025-05-14 16:04:38,0.02734375,-0.21875,0.02734375
124,1747231478937,2025-05-14 16:04:38,0.01171875,-0.21875,0.01171875
125,1747231478940,2025-05-14 16:04:38,0.01171875,-0.21875,0.01171875
126,1747231478942,2025-05-14 16:04:38,0.01171875,-0.21875,0.01171875
127,1747231478945,2025-05-14 16:04:38,0.01171875,-0.21875,0.01171875
128,1747231478947,2025-05-14 16:04:38,0.01171875,-0.21875,0.01171875
129,1747231478950,2025-05-14 16:04:38,0.01171875,-0.21875,0.01171875
130,1747231478952,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
131,1747231478955,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
132,1747231478957,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
133,1747231478960,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
134,1747231478962,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
135,1747231478965,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
136,1747231478967,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
137,1747231478970,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
138,1747231478972,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
139,1747231478975,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
140,1747231478977,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
141,1747231478980,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
142,1747231478982,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
143,1747231478985,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
144,1747231478987,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
145,1747231478990,2025-05-14 16:04:38,-0.01953125,-0.21875,-0.01953125
146,1747231478992,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
147,1747231478995,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
148,1747231478997,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
149,1747231479000,2025-05-14 16:04:38,-0.00390625,-0.21875,-0.00390625
150,1747231479002,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
151,1747231479005,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
152,1747231479007,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
153,1747231479010,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
154,1747231479012,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
155,1747231479014,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
156,1747231479017,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
157,1747231479019,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
158,1747231479022,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
159,1747231479024,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
160,1747231479027,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
161,1747231479029,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
162,1747231479032,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
163,1747231479034,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
164,1747231479037,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
165,1747231479039,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
166,1747231479042,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
167,1747231479044,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
168,1747231479047,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
169,1747231479049,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
170,1747231479052,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
171,1747231479054,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
172,1747231479057,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
173,1747231479059,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
174,1747231479062,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
175,1747231479064,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
176,1747231479067,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
177,1747231479069,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
178,1747231479072,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
179,1747231479074,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
180,1747231479077,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
181,1747231479079,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
182,1747231479082,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
183,1747231479084,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
184,1747231479087,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
185,1747231479089,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
186,1747231479092,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
187,1747231479094,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
188,1747231479097,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
189,1747231479099,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
190,1747231479102,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
191,1747231479104,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
192,1747231479107,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
193,1747231479109,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
194,1747231479112,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
195,1747231479114,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
196,1747231479117,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
197,1747231479119,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
198,1747231479122,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
199,1747231479124,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
200,1747231479127,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
201,1747231479129,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
202,1747231479132,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
203,1747231479134,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
204,1747231479137,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
205,1747231479139,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
206,1747231479142,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
207,1747231479144,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
208,1747231479147,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
209,1747231479149,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
210,1747231479151,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
211,1747231479154,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
212,1747231479156,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
213,1747231479159,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
214,1747231479161,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
215,1747231479164,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
216,1747231479166,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
217,1747231479169,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
218,1747231479171,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
219,1747231479174,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
220,1747231479176,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
221,1747231479179,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
222,1747231479181,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
223,1747231479184,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
224,1747231479186,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
225,1747231479189,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
226,1747231479191,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
227,1747231479194,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
228,1747231479196,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
229,1747231479199,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
230,1747231479201,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
231,1747231479204,2025-05-14 16:04:39,0.01171875,-0.203125,0.01171875
232,1747231479206,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
233,1747231479209,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
234,1747231479211,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
235,1747231479214,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
236,1747231479216,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
237,1747231479219,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
238,1747231479221,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
239,1747231479224,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
240,1747231479226,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
241,1747231479229,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
242,1747231479231,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
243,1747231479234,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
244,1747231479236,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
245,1747231479239,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
246,1747231479241,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
247,1747231479244,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
248,1747231479246,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
249,1747231479249,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
250,1747231479251,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
251,1747231479254,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
252,1747231479256,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
253,1747231479259,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
254,1747231479261,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
255,1747231479264,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
256,1747231479266,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
257,1747231479269,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
258,1747231479271,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
259,1747231479274,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
260,1747231479276,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
261,1747231479279,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
262,1747231479281,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
263,1747231479284,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
264,1747231479286,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
265,1747231479288,2025-05-14 16:04:39,-0.00390625,-0.203125,-0.00390625
266,1747231479291,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
267,1747231479293,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
268,1747231479296,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
269,1747231479298,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
270,1747231479301,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
271,1747231479303,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
272,1747231479306,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
273,1747231479308,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
274,1747231479311,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
275,1747231479313,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
276,1747231479316,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
277,1747231479318,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
278,1747231479321,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
279,1747231479323,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
280,1747231479326,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
281,1747231479328,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
282,1747231479331,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
283,1747231479333,2025-05-14 16:04:39,-0.00390625,-0.21875,0.01171875
284,1747231479336,2025-05-14 16:04:39,0.01171875,-0.21875,-0.00390625
285,1747231479338,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
286,1747231479341,2025-05-14 16:04:39,-0.00390625,-0.21875,0.01171875
287,1747231479343,2025-05-14 16:04:39,-0.00390625,-0.234375,0.01171875
288,1747231479346,2025-05-14 16:04:39,0.01171875,-0.21875,-0.00390625
289,1747231479348,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
290,1747231479351,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
291,1747231479353,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
292,1747231479356,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
293,1747231479358,2025-05-14 16:04:39,0.01171875,-0.21875,-0.00390625
294,1747231479361,2025-05-14 16:04:39,-0.00390625,-0.234375,0.01171875
295,1747231479363,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
296,1747231479366,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
297,1747231479368,2025-05-14 16:04:39,0.01171875,-0.234375,-0.00390625
298,1747231479371,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
299,1747231479373,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
300,1747231479376,2025-05-14 16:04:39,0.01171875,-0.21875,-0.01953125
301,1747231479378,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
302,1747231479381,2025-05-14 16:04:39,-0.0205078125,-0.21875,-0.0048828125
303,1747231479383,2025-05-14 16:04:39,-0.0048828125,-0.234375,-0.0048828125
304,1747231479386,2025-05-14 16:04:39,-0.0048828125,-0.234375,-0.0048828125
305,1747231479388,2025-05-14 16:04:39,0.0107421875,-0.234375,0.0107421875
306,1747231479391,2025-05-14 16:04:39,0.01171875,-0.234375,0.01171875
307,1747231479393,2025-05-14 16:04:39,0.0107421875,-0.25,0.0107421875
308,1747231479396,2025-05-14 16:04:39,-0.0048828125,-0.234375,-0.0048828125
309,1747231479398,2025-05-14 16:04:39,-0.0048828125,-0.21875,-0.0048828125
310,1747231479401,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
311,1747231479403,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
312,1747231479406,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
313,1747231479408,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
314,1747231479411,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
315,1747231479413,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
316,1747231479416,2025-05-14 16:04:39,0.0107421875,-0.21875,0.0107421875
317,1747231479418,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
318,1747231479420,2025-05-14 16:04:39,-0.0048828125,-0.21875,-0.0048828125
319,1747231479423,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
320,1747231479425,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
321,1747231479428,2025-05-14 16:04:39,0.01171875,-0.203125,0.01171875
322,1747231479430,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
323,1747231479433,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
324,1747231479435,2025-05-14 16:04:39,-0.00390625,-0.203125,-0.00390625
325,1747231479438,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
326,1747231479440,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
327,1747231479443,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
328,1747231479445,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
329,1747231479448,2025-05-14 16:04:39,0.01171875,-0.203125,0.01171875
330,1747231479450,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
331,1747231479453,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
332,1747231479455,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
333,1747231479458,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
334,1747231479460,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
335,1747231479463,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
336,1747231479465,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
337,1747231479468,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
338,1747231479470,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
339,1747231479473,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
340,1747231479475,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
341,1747231479478,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
342,1747231479480,2025-05-14 16:04:39,-0.00390625,-0.234375,-0.00390625
343,1747231479483,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
344,1747231479485,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
345,1747231479488,2025-05-14 16:04:39,0.01171875,-0.21875,0.01171875
346,1747231479490,2025-05-14 16:04:39,-0.00390625,-0.21875,-0.00390625
